LIM	Fe10uM	Fe100uM	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
29.6126289367676	29.3475475311279	29.4360771179199				8	8	8	55.6	55.6	55.6	20.811	0	36.305	8505800000	53	A6TBZ7	A6TBZ7	1230
33.4928207397461	33.7049522399902	33.5426216125488				24	24	24	65.3	65.3	65.3	56.52	0	323.31	148900000000	606	A6TBZ8	A6TBZ8	1231
28.671875	28.8007736206055	28.706449508667				5	5	5	29.3	29.3	29.3	24.055	0	4.1979	5164400000	35	A6TC00	A6TC00	1232
30.7904682159424	31.1010551452637	31.08962059021				9	9	9	30.3	30.3	30.3	45.124	0	98.774	24680000000	171	A6TC01	A6TC01	1233
33.1247024536133	33.1265907287598	32.9180297851563				17	17	17	65.4	65.4	65.4	33.436	0	323.31	103320000000	370	A6TC02	A6TC02	1234
28.5423278808594	28.36496925354	28.3316097259521				2	2	2	10	10	10	24.411	0	2.5262	3831700000	17	A6TC03	A6TC03	1235
27.715482711792	28.0349960327148	27.6871337890625				5	5	5	21.5	21.5	21.5	30.292	0	6.5457	2709800000	22	A6TC04	A6TC04	1236
31.4692058563232	31.5310688018799	31.4902210235596				11	11	11	29.4	29.4	29.4	36.268	0	159.35	34571000000	209	A6TC05	A6TC05	1237
33.2269477844238	33.124828338623	33.2173385620117				21	21	21	66.8	66.8	66.8	40.407	0	208.73	112600000000	430	A6TC06	A6TC06	1238
28.1594123840332	27.8262233734131	27.7990074157715				4	4	4	23.6	23.6	23.6	32.901	0	40.109	2740800000	29	A6TC07	A6TC07	1239
33.4999504089355	33.6071395874023	33.5082168579102				17	17	17	58.1	58.1	58.1	42.437	0	280.46	143090000000	421	A6TC09	A6TC09	1240
26.7503662109375	27.6016159057617	NaN				4	4	4	9.2	9.2	9.2	72.904	0	3.8328	1889900000	10	A6TC10	A6TC10	1241
30.2453231811523	30.5586624145508	30.5296363830566				4	4	4	88.3	88.3	88.3	10.274	0	53.588	16850000000	69	A6TC11	A6TC11	1242
30.1789398193359	30.0220909118652	29.9689197540283				9	9	9	41.6	41.6	41.6	29.642	0	40.436	12811000000	122	A6TC14	A6TC14	1243
31.5535621643066	31.7462902069092	31.7372379302979				17	17	17	51	51	51	39.008	0	47.243	39236000000	197	A6TC15	A6TC15	1244
31.6749229431152	31.6989574432373	31.6188468933105				6	6	6	28.7	28.7	28.7	37.72	0	62.967	40759000000	127	A6TC16	A6TC16	1245
29.8742256164551	29.8188629150391	29.4316024780273				6	6	6	43.5	43.5	43.5	17.31	0	41.224	10160000000	59	A6TC18	A6TC18	1247
29.5661125183105	28.9433250427246	29.056453704834				9	9	9	16.1	16.1	16.1	77.424	0	14.474	7823400000	46	A6TC19	A6TC19	1248
29.4814605712891	28.9226036071777	28.9664459228516				10	10	10	32.6	32.6	32.6	46.519	0	42.53	6873500000	66	A6TC20	A6TC20	1249
30.5791301727295	30.9025764465332	30.2509117126465				11	11	11	33.5	33.5	33.5	47.852	0	195.2	18645000000	107	A6TC22	A6TC22	1250
31.0500679016113	31.0251560211182	31.0055732727051				8	8	8	33.6	33.6	33.6	28.087	0	17.494	25159000000	97	A6TC23	A6TC23	1251
NaN	NaN	27.0857353210449				2	2	2	6.8	6.8	6.8	34.044	0	2.5402	1120800000	13	A6TC24	A6TC24	1252
32.4633903503418	32.1220397949219	32.296329498291				20	20	20	70.8	70.8	70.8	45.12	0	228.59	61434000000	332	A6TC30	A6TC30	1253
27.9868831634521	27.9242362976074	27.78688621521				8	8	8	31.6	31.6	31.6	29.212	0	3.0243	2679400000	19	A6TC32	A6TC32	1254
32.7789268493652	32.8995399475098	32.7783050537109				17	17	17	62.3	62.3	62.3	34.421	0	174.74	86752000000	303	A6TC33	A6TC33	1255
28.054027557373	27.3454837799072	27.2382392883301				9	9	9	24.3	24.3	24.3	60.264	0	6.9253	2371300000	32	A6TC35	A6TC35	1256
29.2206382751465	29.0854911804199	28.9383926391602				8	8	8	26.4	26.4	26.4	35.564	0	17.509	6586500000	34	A6TC36	A6TC36	1257
30.4121894836426	30.2382659912109	30.1368865966797				4	4	3	13.8	13.8	8.2	43.57	0	20.545	15904000000	78	A6TC39	A6TC39	1258
33.7322387695313	33.8056488037109	33.8765640258789				29	29	29	73.3	73.3	73.3	53.603	0	305.39	172220000000	556	A6TC43	A6TC43	1259
33.2085571289063	NaN	34.0705986022949				3	3	3	17.3	17.3	17.3	31.283	0.0069838	0.13983	170440000000	32	A6TC44	A6TC44	1260
32.4541549682617	32.4992904663086	32.3592758178711				28	28	28	49.2	49.2	49.2	73.606	0	145.74	66874000000	189	A6TC47	A6TC47	1261
31.8142318725586	31.7389316558838	31.7163906097412				11	11	11	37.4	37.4	37.4	39.215	0	155.1	41637000000	202	A6TC48;REV__A6TC48	A6TC48	1262
27.6742935180664	27.5865592956543	27.5252285003662				3	3	3	13	13	13	29.029	0	4.7614	2331000000	23	A6TC49	A6TC49	1263
37.7302207946777	37.3253479003906	37.4136734008789				19	19	19	77.4	77.4	77.4	34.557	0	323.31	2411500000000	5572	A6TC50	A6TC50	1264
34.182689666748	33.8205871582031	33.8444480895996				7	7	7	78.8	78.8	78.8	9.1193	0	168.21	193020000000	284	A6TC51	A6TC51	1265
35.6093597412109	35.7318115234375	35.4169540405273				41	41	41	69.4	69.4	69.4	63.253	0	323.31	602210000000	1215	A6TC52	A6TC52	1266
35.6498413085938	35.4590797424316	35.3533821105957				12	12	12	88.2	88.2	88.2	18.247	0	132.47	568090000000	1507	A6TC53	A6TC53	1267
30.6784687042236	30.8225479125977	31.1806507110596				7	7	7	24.7	24.7	24.7	31.221	0	86.154	23156000000	76	A6TC55	A6TC55	1268
31.2574501037598	30.9528026580811	30.8607902526855				14	14	14	72.6	72.6	72.6	32.614	0	122.88	25243000000	139	A6TC58	A6TC58	1270
34.4052352905273	33.9458847045898	34.3463897705078				28	28	28	87.4	87.4	87.4	40.841	0	323.31	234930000000	703	A6TC59	A6TC59	1271
30.3684730529785	30.4647178649902	30.8442726135254				6	6	6	25.4	25.4	25.4	32.286	0	10.273	19269000000	63	A6TC60	A6TC60	1272
29.8794059753418	29.3734169006348	29.5674514770508				3	3	3	18.4	18.4	18.4	30.311	0	69.023	10234000000	93	A6TC61	A6TC61	1273
35.8644561767578	35.4039001464844	35.3358688354492				24	24	24	68.6	68.6	68.6	37.584	0	323.31	583500000000	1063	A6TC62	A6TC62	1274
31.5018119812012	32.0083084106445	31.9338264465332				19	19	19	78.3	78.3	78.3	33.089	0	257.68	43637000000	267	A6TC63	A6TC63	1275
28.734302520752	29.184103012085	29.2959003448486				4	4	4	31.4	31.4	31.4	20.709	0	20.696	6579600000	43	A6TC64	A6TC64	1276
29.3953018188477	29.2184638977051	29.2322006225586				7	7	7	54.1	54.1	54.1	16.896	0	27.595	7448900000	51	A6TC66	A6TC66	1277
28.801477432251	29.4362506866455	29.7397212982178				8	8	8	35.2	35.2	35.2	31.369	0	23.371	7846200000	51	A6TC67	A6TC67	1278
26.3458290100098	26.3609313964844	26.8245868682861				4	4	4	20.1	20.1	20.1	34.212	0	19.032	1058700000	14	A6TC68	A6TC68	1279
28.2661552429199	26.8828086853027	NaN				2	2	2	12.6	12.6	12.6	21.32	0	4.6939	1938700000	10	A6TC71	A6TC71	1281
28.004674911499	27.4852333068848	27.7627048492432				7	7	7	18.4	18.4	18.4	32.086	0.00046211	1.9401	2483600000	22	A6TC72	A6TC72	1282
29.1347694396973	28.2868728637695	28.196159362793				10	10	10	25.4	25.4	25.4	49.509	0	13.084	4593800000	26	A6TC73	A6TC73	1283
28.416482925415	27.6474704742432	NaN				5	5	5	15	15	15	49.086	0	9.555	2540400000	21	A6TC78	A6TC78	1284
30.3827285766602	29.7717800140381	29.5929183959961				7	7	7	77.1	77.1	77.1	9.8384	0	32.659	12212000000	59	A6TC80	A6TC80	1285
NaN	NaN	27.9802570343018				2	2	2	7.9	7.9	7.9	24.936	0.0039947	0.53244	2232000000	29	A6TC83	A6TC83	1286
32.7243576049805	31.922399520874	31.957820892334				38	38	38	59.9	59.9	59.9	82.371	0	317.45	58800000000	374	A6TC86	A6TC86	1287
35.2448348999023	34.9217910766602	35.0504722595215				29	29	29	83.6	83.6	83.6	35.455	0	323.31	416240000000	818	A6TC87	A6TC87	1288
34.4856567382813	34.2245635986328	34.4733657836914				35	32	32	61.6	58.7	58.7	72.169	0	323.31	260050000000	1006	A6TC88	A6TC88	1289
27.916805267334	27.8293514251709	28.0432357788086				7	7	7	33.3	33.3	33.3	22.157	0	7.883	2995600000	39	A6TC90	A6TC90	1290
32.5631790161133	NaN	32.9338455200195				4	4	4	4.4	4.4	4.4	112.86	0	5.724	86674000000	68	A6TC92	A6TC92	1291
29.2489776611328	29.3748474121094	29.4211921691895				5	5	5	40.2	40.2	40.2	13.476	0	14.95	7993300000	54	A6TC93	A6TC93	1292
31.1302452087402	31.0221405029297	31.1241149902344				13	13	13	54.4	54.4	54.4	41.453	0	86.589	26313000000	128	A6TC94	A6TC94	1293
28.4877128601074	28.5722904205322	28.4467449188232				5	5	5	29.2	29.2	29.2	31.803	0	15.386	4367600000	30	A6TC98	A6TC98	1295
34.6789932250977	34.7373886108398	34.7358322143555				18	18	18	75.9	75.9	75.9	26.878	0	235.48	326670000000	575	A6TC99	A6TC99	1296
33.1819686889648	33.0265846252441	33.0243606567383				18	18	18	83.1	83.1	83.1	37.118	0	323.31	103980000000	299	A6TCA0	A6TCA0	1297
34.4590148925781	34.4814109802246	34.4763145446777				15	15	15	59.9	59.9	59.9	31.162	0	323.31	276360000000	614	A6TCA1	A6TCA1	1298
30.6372108459473	30.383373260498	30.666576385498				4	4	4	45.2	45.2	45.2	20.547	0	138.56	19353000000	87	A6TCA2	A6TCA2	1299
34.4760932922363	34.4093170166016	34.5206413269043				15	15	15	87.2	87.2	87.2	17.598	0	266.59	276680000000	478	A6TCA3	A6TCA3	1300
29.8996925354004	29.6514053344727	29.4110794067383				9	9	9	32.6	32.6	32.6	53.589	0	80.769	9838900000	75	A6TCA5	A6TCA5	1301
32.2141304016113	31.9431400299072	32.2213172912598				7	7	7	74.8	74.8	74.8	13.316	0	114.68	54549000000	185	A6TCA6	A6TCA6	1302
28.1830177307129	28.0304756164551	28.1006317138672				7	7	7	32	32	32	25.823	0	24.086	3295100000	33	A6TCA8	A6TCA8	1303
33.1821746826172	33.4236755371094	33.3790016174316				14	14	14	72.6	72.6	72.6	22.565	0	210.38	126350000000	365	A6TCB0	A6TCB0	1304
33.4512023925781	33.2229766845703	33.4365272521973				16	16	16	52.8	52.8	52.8	36.722	0	323.31	129310000000	365	A6TCB3	A6TCB3	1306
31.0892448425293	31.1173038482666	31.1952209472656				12	12	12	74.6	74.6	74.6	23.454	0	51.338	26843000000	136	A6TCB4	A6TCB4	1307
32.6676826477051	32.5809783935547	32.6490173339844				42	42	42	65.3	65.3	65.3	80.183	0	252.89	75960000000	498	A6TCB5	A6TCB5	1308
32.7947540283203	32.7495040893555	32.7080535888672				29	29	29	71.6	71.6	71.6	57.693	0	323.31	83003000000	407	A6TCB6	A6TCB6	1309
34.4705200195313	34.7898712158203	34.7093124389648				41	41	41	89.7	89.7	89.7	58.792	0	323.31	311290000000	920	A6TCC2	A6TCC2	1310
35.2131271362305	35.3189163208008	35.2621192932129				27	27	27	75.4	75.4	75.4	52.057	0	323.31	483590000000	1130	A6TCC3	A6TCC3	1311
28.9355945587158	28.736946105957	28.8130912780762				14	14	14	35.2	35.2	35.2	52.48	0	42.351	5575100000	62	A6TCC4	A6TCC4	1312
31.9842185974121	31.9468383789063	31.8752899169922				27	27	27	53.7	53.7	53.7	55.222	0	100.96	46752000000	286	A6TCD0	A6TCD0	1313
32.0488548278809	32.0237274169922	32.0757293701172				13	13	13	54.6	54.6	54.6	42.054	0	231.14	50951000000	205	A6TCD1	A6TCD1	1314
31.0841197967529	31.0569438934326	31.1896057128906				13	13	13	64.6	64.6	64.6	22.334	0	136.83	26613000000	165	A6TCD2	A6TCD2	1315
33.6691627502441	33.5035552978516	33.4854965209961				26	26	26	60.9	60.9	60.9	45.972	0	323.31	146080000000	477	A6TCD3	A6TCD3	1316
32.6516494750977	32.8642616271973	32.6515998840332				28	28	28	74.5	74.5	74.5	40.726	0	267.49	81008000000	307	A6TCD4	A6TCD4	1317
32.7733726501465	32.6096496582031	32.2437973022461				12	12	12	38.4	38.4	38.4	35.201	0	323.31	73212000000	264	A6TCD5	A6TCD5	1318
31.1209411621094	31.363037109375	30.9251899719238				14	14	14	42.5	42.5	42.5	43.375	0	89.195	28674000000	181	A6TCD6	A6TCD6	1319
34.5117988586426	34.3047256469727	34.5713500976563				10	10	10	75.5	75.5	75.5	15.526	0	323.31	276460000000	522	A6TCD7	A6TCD7	1320
31.5501842498779	31.7124176025391	31.757848739624				48	48	48	37.6	37.6	37.6	179.04	0	89.939	39094000000	297	A6TCD9	A6TCD9	1321
31.8662910461426	31.781421661377	31.717737197876				19	19	19	69.8	69.8	69.8	31.177	0	228.62	42755000000	232	A6TCE0	A6TCE0	1322
29.208890914917	28.9430389404297	29.0895233154297				4	4	4	15.4	15.4	15.4	28.456	0	5.6038	6530800000	46	A6TCE3	A6TCE3	1323
33.6780624389648	33.5677261352539	33.4946403503418				24	24	24	66.4	66.4	66.4	46.218	0	323.31	147080000000	467	A6TCE4	A6TCE4	1324
28.2332420349121	27.9512519836426	27.853931427002				2	2	2	60.6	60.6	60.6	7.7455	0	14.293	2951200000	21	A6TCE5	A6TCE5	1325
31.070972442627	30.9604606628418	31.0661964416504				7	7	7	83.8	83.8	83.8	12.342	0	67.477	25785000000	120	A6TCE6	A6TCE6	1326
32.307975769043	32.3013687133789	32.2372665405273				23	23	23	46.8	46.8	46.8	65.395	0	164.65	59799000000	303	A6TCE7	A6TCE7	1327
29.0740184783936	28.5614624023438	NaN				4	4	4	45	45	45	19.824	0	39.591	4566400000	20	A6TCE8	A6TCE8	1328
29.5282936096191	29.2578220367432	29.1533451080322				6	6	6	55.1	55.1	55.1	11.449	0	19.132	7668200000	36	A6TCE9	A6TCE9	1329
33.4619140625	33.3079605102539	33.219856262207				7	7	7	64.1	64.1	64.1	13.806	0	95.194	123810000000	258	A6TCF0	A6TCF0	1330
35.611701965332	35.2951812744141	35.2759475708008				28	28	28	76.2	76.2	76.2	45.056	0	323.31	525260000000	1084	A6TCF1	A6TCF1	1331
32.2746734619141	31.2128219604492	31.697193145752				7	7	7	69.3	69.3	69.3	17.551	0	148.04	43192000000	136	A6TCF2	A6TCF2	1332
30.7631454467773	30.6919021606445	30.6352081298828				10	10	10	54.5	54.5	54.5	26.797	0	119.25	20201000000	125	A6TCF3	A6TCF3	1333
31.7833671569824	32.0896072387695	31.9203395843506				15	15	15	70	70	70	29.32	0	292.53	47453000000	219	A6TCF4	A6TCF4	1334
36.9998321533203	37.3015441894531	37.2061920166016				37	37	37	77.9	77.9	77.9	45.439	0	323.31	1826700000000	2496	A6TCG5	A6TCG5	1335
29.3123416900635	29.2215557098389	28.8554992675781				10	10	10	33.8	33.8	33.8	43.814	0	15.464	6781600000	68	A6TCG6	A6TCG6	1336
32.5314178466797	32.6185302734375	32.6973419189453				9	9	9	77.7	77.7	77.7	12.429	0	30.856	74891000000	140	A6TCG7	A6TCG7	1337
29.4254112243652	29.6465530395508	29.4581604003906				13	13	13	31.7	31.7	31.7	49.236	0	15.865	8728100000	79	A6TCG8	A6TCG8	1338
NaN	NaN	26.8161239624023				4	4	4	18	18	18	25.591	0	2.4702	1135800000	18	A6TCG9	A6TCG9	1339
27.50901222229	NaN	NaN				4	4	4	7.1	7.1	7.1	53.506	0	2.6652	1215900000	9	A6TCH0	A6TCH0	1340
35.1170806884766	35.2219161987305	35.1494979858398				76	76	76	78.5	78.5	78.5	140.87	0	323.31	442400000000	1562	A6TCH1	A6TCH1	1341
28.8880958557129	28.6934185028076	29.1138877868652				4	4	4	19.5	19.5	19.5	30.695	0	6.223	4861600000	18	A6TCH5	A6TCH5	1342
27.1148433685303	NaN	NaN				3	3	3	34.9	34.9	34.9	14.037	0	4.7927	1146900000	13	A6TCH7	A6TCH7	1343
31.9932537078857	31.7529773712158	32.1402931213379				11	11	11	60.5	60.5	60.5	26.418	0	180.52	48743000000	194	A6TCH8	A6TCH8	1344
30.0691318511963	30.3541698455811	30.4999332427979				8	8	8	37.5	37.5	37.5	33.883	0	21.076	15142000000	93	A6TCI0	A6TCI0	1345
33.0500030517578	33.216968536377	33.1413154602051				15	15	15	60.6	60.6	60.6	25.557	0	129.26	107290000000	235	A6TCI1	A6TCI1	1346
31.3228092193604	31.322998046875	31.2873611450195				12	12	12	34	34	34	35.789	0	70.444	31887000000	155	A6TCI2	A6TCI2	1347
33.354320526123	33.3284606933594	33.1739654541016				31	31	31	59.9	59.9	59.9	66.434	0	292.96	119670000000	602	A6TCI3	A6TCI3	1348
30.4497184753418	30.2598152160645	30.2420196533203				12	12	12	43.7	43.7	43.7	34.333	0	48.64	15321000000	76	A6TCI5	A6TCI5	1349
29.1314926147461	29.2350978851318	28.7611846923828				5	5	5	31.9	31.9	31.9	23.984	0	48.366	6455800000	52	A6TCI6	A6TCI6	1350
30.0108032226563	29.8117446899414	29.6882228851318				9	9	9	57.6	57.6	57.6	21.719	0	83.694	12027000000	66	A6TCI7	A6TCI7	1351
32.7224044799805	32.6341323852539	32.7422103881836				28	28	28	57.1	57.1	57.1	59.64	0	288.77	79964000000	383	A6TCI8	A6TCI8	1352
33.285285949707	33.291130065918	33.2374649047852				21	21	21	58.5	58.5	58.5	49.726	0	180.94	117610000000	355	A6TCJ0	A6TCJ0	1354
35.0875968933105	36.2622604370117	35.8059387207031				13	12	12	81.9	81.9	81.9	14.243	0	323.31	685520000000	1068	A6TCJ1	A6TCJ1	1355
29.7063598632813	29.9167881011963	29.9349117279053				9	9	9	40.2	40.2	40.2	25.578	0	56.02	11104000000	72	A6TCJ2	A6TCJ2	1356
32.138988494873	32.0628242492676	31.9203910827637				17	17	17	58.7	58.7	58.7	39.593	0	305.86	50668000000	253	A6TCJ3	A6TCJ3	1357
NaN	27.1735000610352	NaN				3	3	3	30.5	30.5	30.5	15.597	0	5.8303	1076200000	16	A6TCJ4	A6TCJ4	1358
30.884895324707	30.9466781616211	30.7901973724365				16	16	16	39.9	39.9	39.9	52.716	0	78.699	22476000000	157	A6TCJ7	A6TCJ7	1360
35.1185455322266	35.1205177307129	35.1943283081055				69	69	66	80.7	80.7	77.1	95.405	0	323.31	432660000000	1354	A6TCK0	A6TCK0	1361
29.526683807373	29.4967041015625	29.4111080169678				7	7	7	50.6	50.6	50.6	26.552	0	96.904	8674600000	49	A6TCK1	A6TCK1	1362
30.5942821502686	30.5606555938721	30.4172973632813				12	12	12	50.9	50.9	50.9	37.101	0	34.2	17765000000	92	A6TCK2	A6TCK2	1363
32.9347839355469	33.0441017150879	32.7532806396484				11	11	11	49.8	49.8	49.8	27.883	0	157.07	95255000000	311	A6TCK3	A6TCK3	1364
32.7194404602051	33.3357162475586	33.4206161499023				8	8	8	68.8	68.8	68.8	12.317	0	189.4	114590000000	209	A6TCK4	A6TCK4	1365
32.4322052001953	32.1742973327637	32.09033203125				16	16	16	50.3	50.3	50.3	42.882	0	124.22	58950000000	203	A6TCK5	A6TCK5	1366
31.5670986175537	31.3102149963379	31.282341003418				13	13	13	51.4	51.4	51.4	32.684	0	145.89	32399000000	190	A6TCK6	A6TCK6	1367
34.159496307373	34.142017364502	34.1166954040527				28	28	28	77.5	77.5	77.5	41.841	0	323.31	216010000000	675	A6TCK7	A6TCK7	1368
35.3020095825195	35.1683654785156	35.2515182495117				22	21	21	73.9	71.9	71.9	38.817	0	323.31	480170000000	1075	A6TCK8	A6TCK8	1369
35.2130241394043	35.414363861084	35.2525596618652				12	12	12	60.9	60.9	60.9	13.133	0	168.02	482870000000	521	A6TCL4	A6TCL4	1371
28.2957496643066	28.1109275817871	28.0029697418213				3	3	3	15.3	15.3	15.3	28.466	0	77.144	3385600000	26	A6TCL5	A6TCL5	1372
31.1410293579102	31.2819061279297	30.9166774749756				9	9	9	53.3	53.3	53.3	20.592	0	23.568	28237000000	85	A6TCL6	A6TCL6	1373
34.4101333618164	34.4248809814453	34.6922454833984				5	5	5	58.5	58.5	58.5	9.0903	0	237.72	284220000000	429	A6TCL7	A6TCL7	1374
32.8718643188477	32.869213104248	32.8948631286621				26	26	26	65	65	65	49.769	0	323.31	91192000000	393	A6TCL8	A6TCL8	1375
33.1136245727539	33.2782135009766	33.4673767089844				14	14	14	62.8	62.8	62.8	21.734	0	173.63	120930000000	378	A6TCM1	A6TCM1	1377
28.7391052246094	28.5787315368652	28.9501342773438				7	7	7	30.1	30.1	30.1	32.408	0	12.965	5397500000	50	A6TCM2	A6TCM2	1378
27.7684879302979	27.5737934112549	27.510856628418				2	2	2	26.9	26.9	26.9	16.056	0	3.2893	2219800000	16	A6TCM6	A6TCM6	1380
30.0828437805176	30.4295597076416	30.2040882110596				5	5	5	36.9	36.9	36.9	18.239	0	15.423	14829000000	40	A6TCM7	A6TCM7	1381
26.1368656158447	NaN	NaN				3	3	3	9.7	9.7	9.7	42.394	0	2.3379	484910000	11	A6TCQ4	A6TCQ4	1382
27.7169227600098	27.5519218444824	27.7045116424561				6	6	6	47.2	47.2	47.2	17.42	0	19.765	2260500000	12	A6TCQ6	A6TCQ6	1383
32.6940116882324	32.2519836425781	32.4101333618164				13	13	13	60.2	60.2	60.2	27.349	0	68.004	67679000000	207	A6TCR5	A6TCR5	1384
33.537914276123	33.2937164306641	33.3156776428223				24	24	24	67.4	67.4	67.4	55.163	0	323.31	128200000000	482	A6TCS6	A6TCS6	1386
29.9771289825439	30.0045471191406	29.7800178527832				9	9	9	24.4	24.4	24.4	65.141	0	36.493	12069000000	66	A6TCS7	A6TCS7	1387
29.9873924255371	30.1134815216064	30.3304424285889				12	12	12	56.3	56.3	56.3	35.387	0	107.11	13610000000	95	A6TCT2	A6TCT2	1388
28.7298545837402	28.8154830932617	28.647159576416				7	6	6	50.8	45.4	45.4	14.873	0	45.98	5179900000	36	A6TCT3	A6TCT3	1389
29.4551200866699	29.3128890991211	29.7038097381592				7	7	7	68.3	68.3	68.3	13.633	0	12.717	8581100000	63	A6TCT5	A6TCT5	1390
33.8948364257813	33.5503234863281	33.2554054260254				4	4	4	55.7	55.7	55.7	12.578	0	177.12	154800000000	403	A6TCT6	A6TCT6	1391
28.1427803039551	28.6289443969727	28.5758953094482				5	5	5	49.7	49.7	49.7	15.86	0	24.103	4299600000	38	A6TCT8	A6TCT8	1392
28.1358947753906	28.2412986755371	27.663911819458				9	9	9	25.2	25.2	25.2	44.091	0.0057068	0.23531	3105600000	25	A6TCU3	A6TCU3	1393
31.5289974212646	31.1288719177246	31.2650909423828				11	11	11	61.5	61.5	61.5	35.56	0	118.84	30808000000	166	A6TCU5	A6TCU5	1394
29.2374382019043	29.4889106750488	29.4082489013672				6	6	6	68.5	68.5	68.5	16.598	0	37.24	8106800000	51	A6TCU8	A6TCU8	1395
29.5001430511475	29.6987247467041	29.6425914764404				14	14	14	39.5	39.5	39.5	42.585	0	31.87	9430400000	94	A6TCU9	A6TCU9	1396
34.6806907653809	34.403678894043	34.7631950378418				11	11	11	81	81	81	17.94	0	323.31	316170000000	578	A6TCV3	A6TCV3	1397
32.9331970214844	32.6971473693848	32.6627655029297				24	24	24	62.4	62.4	62.4	58.1	0	301.03	83790000000	383	A6TCV4	A6TCV4	1398
29.8370056152344	29.8186779022217	30.0030288696289				7	7	7	41	41	41	20.692	0	28.024	11682000000	55	A6TCV6	A6TCV6	1399
33.4255180358887	33.1490478515625	33.2677574157715				6	6	6	54.8	54.8	54.8	11.247	0	52.595	121850000000	175	A6TCV7	A6TCV7	1400
30.5886287689209	29.7671947479248	30.7346820831299				2	2	2	31.1	31.1	31.1	6.8558	0	17.585	16684000000	42	A6TCV8	A6TCV8	1401
35.5110321044922	35.4577484130859	35.3787612915039				58	58	58	70.2	70.2	70.2	95.63	0	323.31	540310000000	1377	A6TCV9	A6TCV9	1402
34.6499099731445	34.3810882568359	34.3603935241699				19	19	19	72.4	72.4	72.4	37.923	0	323.31	277010000000	597	A6TCW1	A6TCW1	1403
29.8987083435059	29.9454345703125	29.8714294433594				8	8	8	41.8	41.8	41.8	17.395	0	50.099	11531000000	67	A6TCW2	A6TCW2	1404
NaN	NaN	30.5431842803955				8	8	8	37.9	37.9	37.9	31.016	0	94.366	5949800000	39	A6TCW3	A6TCW3	1405
30.3502597808838	30.3494834899902	30.0253295898438				9	9	9	46.5	46.5	46.5	36.429	0	45.295	14539000000	65	A6TCW6	A6TCW6	1406
NaN	NaN	26.5115242004395				4	4	4	10.9	10.9	10.9	28.262	0	2.0189	815540000	19	A6TCX2	A6TCX2	1407
30.3336887359619	30.4802322387695	30.4620208740234				19	19	19	65.7	65.7	65.7	34.49	0	54.117	16518000000	130	A6TCX3	A6TCX3	1408
31.2087478637695	31.353199005127	31.2388362884521				5	5	5	15.1	15.1	15.1	36.996	0	9.0455	31942000000	20	A6TCY0	A6TCY0	1410
27.3071002960205	27.4856929779053	27.5022888183594				5	5	5	11.7	11.7	11.7	77.65	0	9.4229	2093300000	13	A6TCZ8	A6TCZ8	1411
27.6454124450684	27.5877647399902	NaN				5	5	5	13.9	13.9	13.9	53.434	0	6.7076	2049700000	10	A6TCZ9	A6TCZ9	1412
28.1238117218018	28.1153907775879	28.107608795166				6	6	6	26.2	26.2	26.2	35.104	0	20.992	3572300000	27	A6TD07	A6TD07	1413
27.1685066223145	NaN	NaN				3	3	3	15.4	15.4	15.4	33.591	0	18.853	1051500000	10	A6TD08	A6TD08	1414
27.3297386169434	NaN	NaN				3	3	3	9.6	9.6	9.6	38.856	0	4.2256	1261000000	13	A6TD18	A6TD18	1416
31.9044895172119	31.8727989196777	31.6850700378418				37	37	37	55.8	55.8	55.8	95.081	0	232.87	43528000000	297	A6TD24	A6TD24	1417
28.62890625	28.3744964599609	27.9249401092529				5	5	5	52.6	52.6	52.6	15.653	0	10.758	4060000000	48	A6TD29	A6TD29	1418
28.471040725708	28.3859748840332	28.4910526275635				9	8	8	29.7	26.7	26.7	37.945	0	16.592	3993200000	34	A6TD33	A6TD33	1419
31.9046669006348	31.846399307251	31.7588443756104				12	12	12	49.7	49.7	49.7	39.358	0	114.8	44982000000	206	A6TD34	A6TD34	1420
29.6323394775391	29.726505279541	29.6875705718994				10	10	10	56.2	56.2	56.2	23.406	0	19.476	9936600000	40	A6TD35	A6TD35	1421
29.4108009338379	29.3104667663574	29.1194877624512				14	14	14	50.4	50.4	50.4	39.102	0	52.034	7498200000	50	A6TD37	A6TD37	1423
31.557409286499	31.6464309692383	31.7658615112305				7	7	7	74.2	74.2	74.2	16.954	0	136.39	39344000000	153	A6TD38	A6TD38	1424
28.753324508667	29.1009788513184	28.9325065612793				9	9	9	64.8	64.8	64.8	25.658	0	29.11	6027700000	53	A6TD39	A6TD39	1425
33.0740432739258	32.5540657043457	32.9431991577148				9	9	9	63.2	63.2	63.2	22.504	0	281.65	90175000000	213	A6TD42	A6TD42	1427
36.0083656311035	35.6505432128906	35.8520584106445				32	32	32	74.1	74.1	74.1	52.491	0	323.31	716190000000	1586	A6TD43	A6TD43	1428
34.8947219848633	34.4788665771484	34.5427703857422				19	19	19	63.2	63.2	63.2	35.214	0	323.31	315070000000	827	A6TD44	A6TD44	1429
33.4038200378418	32.9871864318848	33.157585144043				25	25	23	63.7	63.7	61.4	50.986	0	323.31	113110000000	516	A6TD45	A6TD45	1430
